Close,SIGNAL,HOLD%,BUY%,SELL%
2060.0,1,0.0,1.0,0.0
2125.0,1,0.0,1.0,0.0
2085.0,1,0.0,1.0,0.0
2030.0,1,0.0,1.0,0.0
2015.0,1,0.0,1.0,0.0
2040.0,1,0.0,1.0,0.0
2045.0,1,0.0,1.0,0.0
2010.0,1,0.0,1.0,0.0
2055.0,1,0.0,1.0,0.0
2025.0,1,0.0,1.0,0.0
2010.0,1,0.0,1.0,0.0
1990.0,1,0.0,1.0,0.0
2000.0,1,0.0,1.0,0.0
1990.0,1,0.0,1.0,0.0
1975.0,1,0.0,1.0,0.0
2000.0,1,0.0,1.0,0.0
2015.0,1,0.0,1.0,0.0
2025.0,1,0.0,1.0,0.0
2075.0,1,0.0,1.0,0.0
2095.0,1,0.0,1.0,0.0
2110.0,1,0.0,1.0,0.0
2190.0,1,0.0,1.0,0.0
2175.0,1,0.0,1.0,0.0
2210.0,1,0.0,1.0,0.0
2260.0,1,0.0,1.0,0.0
2225.0,1,0.0,1.0,0.0
2225.0,1,0.0,1.0,0.0
2235.0,1,0.0,1.0,0.0
2245.0,1,0.0,1.0,0.0
2220.0,1,0.0,1.0,0.0
2305.0,1,0.0,1.0,0.0
2255.0,1,0.0,1.0,0.0
2265.0,1,0.0,1.0,0.0
2245.0,1,0.0,1.0,0.0
2265.0,1,0.0,1.0,0.0
2290.0,1,0.0,1.0,0.0
2255.0,1,0.0,1.0,0.0
2245.0,1,0.0,1.0,0.0
2200.0,1,0.0,1.0,0.0
2220.0,1,0.0,1.0,0.0
